File Path,File Name,Parser Name,Status,Error Message
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\0_tsconfig.json,0_tsconfig.json,pyjson5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\0_tsconfig.json,0_tsconfig.json,json_parser,Error,Unknown token found:  (line 10 column 9)
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,json,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,ujson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,simplejson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,orjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,json5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,rapidjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,ijson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,pyjson5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_apis.json,100_apis.json,json_parser,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,json,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,ujson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,simplejson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,orjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,json5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,rapidjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,ijson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,pyjson5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_api__v1.json,100_api__v1.json,json_parser,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,json,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,ujson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,simplejson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,orjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,json5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,rapidjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,ijson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,pyjson5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_app.json,100_app.json,json_parser,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,json,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,ujson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,simplejson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,orjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,json5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,rapidjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,ijson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,pyjson5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_cache.json,100_cache.json,json_parser,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,json,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,ujson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,simplejson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,orjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,json5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,rapidjson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,ijson,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,pyjson5,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_CssAutoParserOptions.json,100_CssAutoParserOptions.json,json_parser,Success,
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_net.json,100_net.json,json,Error,Expecting value: line 1 column 1 (char 0)
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_net.json,100_net.json,ujson,Error,Expected object or value
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_net.json,100_net.json,simplejson,Error,Expecting value: line 1 column 1 (char 0)
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_net.json,100_net.json,orjson,Error,unexpected character: line 1 column 1 (char 0)
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_net.json,100_net.json,json5,Error,"<string>:1 Unexpected ""#"" at column 1"
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_net.json,100_net.json,rapidjson,Error,Parse error at offset 0: Invalid value.
C:/Users/Sammy/Documents/Thesis/AlaliSammyFuzzingJSON/JSONFiles\real_json_files\100_net.json,100_net.json,ijson,Error,Unexpected symbol '#' at 0
